id,item_id,dept_id,cat_id,store_id,state_id,total_sales,mean_sales,std_sales,cv,zero_pct,avg_price,total_revenue,cumulative_revenue,cumulative_revenue_pct,ABC,XYZ,ABC_XYZ,model_recommendation
HOBBIES_1_195_CA_3_validation,HOBBIES_1_195,HOBBIES_1,HOBBIES,CA_3,CA,498,0.2603240982749608,0.5767577959419824,2.215537477182756,79.82226868792472,11.05893536121673,5507.349809885931,141107773.49244323,74.8978522560803,A,Z,AZ,TFT or Ensemble
HOBBIES_1_029_WI_3_validation,HOBBIES_1_029,HOBBIES_1,HOBBIES,WI_3,WI,643,0.3361212754835337,0.6831838764378323,2.0325517194798963,75.74490329325666,8.56322695035461,5506.154929078014,141113279.6473723,74.90077483906896,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_522_TX_2_validation,HOUSEHOLD_1_522,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,3096,1.6184004181913225,1.684999205851959,1.041150995088759,32.67119707266074,1.7784397163120567,5506.0493617021275,141118785.696734,74.90369736602406,A,Y,AY,Prophet or LightGBM
FOODS_3_261_TX_2_validation,FOODS_3_261,FOODS_3,FOODS,TX_2,TX,1245,0.650810245687402,1.0252283526999895,1.5753107138273734,61.84004181913225,4.422375886524823,5505.857978723405,141124291.55471274,74.90661979139603,A,Z,AZ,TFT or Ensemble
HOBBIES_1_321_WI_3_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,WI_3,WI,827,0.43230527966544696,0.7615579313899112,1.7616207046540509,69.106116048092,6.657021276595745,5505.356595744681,141129796.9113085,74.90954195064154,A,Z,AZ,TFT or Ensemble
FOODS_1_137_TX_3_validation,FOODS_1_137,FOODS_1,FOODS,TX_3,TX,2795,1.4610559330893884,2.6461808741113844,1.81114275927552,64.29691583899634,1.9695522388059703,5504.898507462687,141135301.80981597,74.9124638667408,A,Z,AZ,TFT or Ensemble
HOBBIES_1_155_WI_3_validation,HOBBIES_1_155,HOBBIES_1,HOBBIES,WI_3,WI,290,0.15159435441714583,0.44571353204695974,2.9401723682959795,87.61108207004705,18.98,5504.2,141140806.00981596,74.91538541208294,A,Z,AZ,TFT or Ensemble
HOBBIES_1_183_CA_1_validation,HOBBIES_1_183,HOBBIES_1,HOBBIES,CA_1,CA,695,0.36330371144798745,0.8213384969535727,2.260748985139834,77.73131207527445,7.918805031446542,5503.569496855347,141146309.57931283,74.91830662276365,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_079_CA_4_validation,HOUSEHOLD_1_079,HOUSEHOLD_1,HOUSEHOLD,CA_4,CA,1134,0.5927861996863565,0.8824775184665523,1.4886944381186196,60.89911134343963,4.853080808080808,5503.393636363636,141151812.9729492,74.9212277401003,A,Y,AY,Prophet or LightGBM
FOODS_1_025_CA_2_validation,FOODS_1_025,FOODS_1,FOODS,CA_2,CA,1338,0.6994249869315212,1.293388505104433,1.8492168985536472,65.446941975954,4.113027027027027,5503.230162162162,141157316.20311138,74.92414877066734,A,Z,AZ,TFT or Ensemble
HOBBIES_1_344_CA_3_validation,HOBBIES_1_344,HOBBIES_1,HOBBIES,CA_3,CA,465,0.24307370622059593,0.6881761187492963,2.83114175304818,85.41557762676425,11.833766233766234,5502.701298701299,141162818.9044101,74.92706952052173,A,Z,AZ,TFT or Ensemble
FOODS_2_152_CA_4_validation,FOODS_2_152,FOODS_2,FOODS,CA_4,CA,2305,1.2049137480397283,1.4621329024928673,1.2134751594224966,41.81913225300575,2.387163120567376,5502.410992907801,141168321.315403,74.92999011628622,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_2_261_CA_2_validation,HOUSEHOLD_2_261,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,774,0.40460010454783063,0.7627088486504652,1.885093058744625,71.6675378985886,7.1087234042553185,5502.151914893617,141173823.4673179,74.93291057453607,A,Z,AZ,TFT or Ensemble
FOODS_1_152_CA_4_validation,FOODS_1_152,FOODS_1,FOODS,CA_4,CA,680,0.35546262415054886,0.7223869273136134,2.0322443999278565,74.9607945635128,8.089608540925267,5500.933807829182,141179324.40112573,74.93583038623326,A,Z,AZ,TFT or Ensemble
FOODS_3_311_TX_3_validation,FOODS_3_311,FOODS_3,FOODS,TX_3,TX,1865,0.9749085206481966,1.1851131850439234,1.2156147576348661,44.6941975953999,2.9495035460992907,5500.824113475177,141184825.22523922,74.93875013970637,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_1_185_WI_2_validation,HOUSEHOLD_1_185,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,1918,1.002613695765813,1.6988337273568055,1.694405068004989,61.05593308938839,2.867638888888889,5500.131388888889,141190325.35662812,74.94166952549186,A,Z,AZ,TFT or Ensemble
FOODS_2_053_CA_4_validation,FOODS_2_053,FOODS_2,FOODS,CA_4,CA,752,0.393099843178254,0.6667320172434633,1.6960882300355657,69.106116048092,7.313977695167287,5500.1112267658,141195825.4678549,74.9445889005756,A,Z,AZ,TFT or Ensemble
FOODS_1_099_TX_3_validation,FOODS_1_099,FOODS_1,FOODS,TX_3,TX,5707,2.9832723470987976,3.976371975870712,1.3328893621588702,46.366962885520124,0.9635294117647057,5498.862352941176,141201324.33020782,74.94750761277615,A,Y,AY,Prophet or LightGBM
FOODS_2_143_TX_3_validation,FOODS_2_143,FOODS_2,FOODS,TX_3,TX,1462,0.7642446419236801,1.1655165466191706,1.5250568766637984,58.80815473078934,3.76,5497.12,141206821.45020783,74.95042540016237,A,Z,AZ,TFT or Ensemble
HOBBIES_1_295_CA_3_validation,HOBBIES_1_295,HOBBIES_1,HOBBIES,CA_3,CA,11610,6.06900156821746,6.728740573750153,1.108706349490443,23.836905384213278,0.4734751773049646,5497.046808510639,141212318.49701634,74.95334314869967,A,Y,AY,Prophet or LightGBM
FOODS_3_708_TX_2_validation,FOODS_3_708,FOODS_3,FOODS,TX_2,TX,1925,1.0062728698379508,1.389589537556525,1.3809271612185103,50.18295870360689,2.85511811023622,5496.102362204724,141217814.59937856,74.9562603959393,A,Y,AY,Prophet or LightGBM
FOODS_2_367_TX_3_validation,FOODS_2_367,FOODS_2,FOODS,TX_3,TX,1136,0.5938316779926817,0.9725471683513444,1.6377488847325015,62.8855201254574,4.837627737226278,5495.545109489051,141223310.14448804,74.95917734739767,A,Z,AZ,TFT or Ensemble
FOODS_3_646_TX_1_validation,FOODS_3_646,FOODS_3,FOODS,TX_1,TX,2106,1.1008886565603764,2.030289261343766,1.8442276148863364,62.20595922634605,2.609326241134752,5495.241063829788,141228805.38555187,74.96209413747324,A,Z,AZ,TFT or Ensemble
FOODS_3_385_WI_2_validation,FOODS_3_385,FOODS_3,FOODS,WI_2,WI,1844,0.9639309984317825,1.1455751913442491,1.1884410743175426,44.06691061160481,2.98,5495.12,141234300.50555187,74.96501086328999,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_2_408_WI_2_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,WI_2,WI,756,0.3951907997909043,0.6954544954427985,1.7597942457434834,69.89022477783587,7.268309352517985,5494.8418705035965,141239795.3474224,74.96792744147986,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_397_CA_4_validation,HOUSEHOLD_1_397,HOUSEHOLD_1,HOUSEHOLD,CA_4,CA,1982,1.0360690015682175,1.3534937152668975,1.3063741056032165,46.732880292733924,2.771950354609929,5494.005602836879,141245289.35302523,74.97084357579162,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_2_195_TX_1_validation,HOUSEHOLD_2_195,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,367,0.1918452692106639,0.4564647363321049,2.3793379852951406,83.22007318348145,14.970000000000002,5493.990000000001,141250783.34302524,74.9737597018216,A,Z,AZ,TFT or Ensemble
FOODS_3_671_WI_2_validation,FOODS_3_671,FOODS_3,FOODS,WI_2,WI,2638,1.3789858860428645,1.5554291260409128,1.1279514473526406,37.1144798745426,2.0821276595744678,5492.652765957446,141256275.9957912,74.97667511806819,A,Y,AY,Prophet or LightGBM
FOODS_3_509_CA_1_validation,FOODS_3_509,FOODS_3,FOODS,CA_1,CA,2774,1.4500784108729743,2.169681610218905,1.496251233002439,52.84892838473601,1.9799999999999998,5492.5199999999995,141261768.5157912,74.97959046384463,A,Y,AY,Prophet or LightGBM
FOODS_3_006_TX_3_validation,FOODS_3_006,FOODS_3,FOODS,TX_3,TX,697,0.3643491897543126,0.8176850186493566,2.244234491644504,78.56769472033456,7.88,5492.36,141267260.87579122,74.98250572469553,A,Z,AZ,TFT or Ensemble
HOBBIES_1_410_TX_3_validation,HOBBIES_1_410,HOBBIES_1,HOBBIES,TX_3,TX,195,0.10193413486670151,0.33534032436046535,3.289774566674719,90.79979090433874,28.165890410958905,5492.348630136987,141272753.22442135,74.98542097951145,A,Z,AZ,TFT or Ensemble
FOODS_1_093_CA_2_validation,FOODS_1_093,FOODS_1,FOODS,CA_2,CA,997,0.5211709357030841,1.0624495503791678,2.03858173508059,72.97438578149503,5.5087890625,5492.2626953125,141278245.48711666,74.98833618871448,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_008_TX_2_validation,HOUSEHOLD_1_008,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,1012,0.5290120230005227,0.9631582026471487,1.8206735589565173,66.70151594354418,5.425935251798561,5491.046474820143,141283736.53359148,74.99125075236624,A,Z,AZ,TFT or Ensemble
HOBBIES_1_361_WI_3_validation,HOBBIES_1_361,HOBBIES_1,HOBBIES,WI_3,WI,180,0.09409304756926294,0.31768179136246905,3.3762514826466847,91.37480397281756,30.49850241545894,5489.730434782609,141289226.26402625,74.99416461748403,A,Z,AZ,TFT or Ensemble
FOODS_2_338_WI_1_validation,FOODS_2_338,FOODS_2,FOODS,WI_1,WI,1862,0.9733403031887088,1.367542573280534,1.4049994321620094,55.3058024046001,2.9478971962616822,5488.984579439252,141294715.2486057,74.9970780867132,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_1_517_TX_2_validation,HOUSEHOLD_1_517,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,5661,2.9592263460533195,3.7934669991995285,1.2819117416478887,49.0852064819655,0.9693854748603352,5487.6911731843575,141300202.9397789,74.99999086942208,A,Y,AY,Prophet or LightGBM
FOODS_3_236_TX_1_validation,FOODS_3_236,FOODS_3,FOODS,TX_1,TX,2190,1.1447987454260324,1.8027235519239482,1.5747078332559419,60.63774176685833,2.505635359116022,5487.3414364640885,141305690.28121537,75.00290346649605,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_2_135_WI_3_validation,HOUSEHOLD_2_135,HOUSEHOLD_2,HOUSEHOLD,WI_3,WI,531,0.2775744903293257,0.5746009072670064,2.0700782214722846,77.0517511761631,10.33390070921986,5487.301276595746,141311177.58249196,75.00581604225377,A,Z,AZ,TFT or Ensemble
FOODS_3_187_WI_3_validation,FOODS_3_187,FOODS_3,FOODS,WI_3,WI,2206,1.1531625718766336,1.7349341579375996,1.5045009266249447,54.41714584422373,2.487304964539007,5486.994751773049,141316664.57724375,75.00872845531279,A,Z,AZ,TFT or Ensemble
FOODS_1_062_CA_3_validation,FOODS_1_062,FOODS_1,FOODS,CA_3,CA,1369,0.7156299006795609,1.0565066527735683,1.4763310641021448,55.253528489283845,4.007695035460992,5486.534503546099,141322151.1117473,75.01164062407908,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_2_363_CA_3_validation,HOUSEHOLD_2_363,HOUSEHOLD_2,HOUSEHOLD,CA_3,CA,917,0.4793518034500784,0.9827137384874259,2.0500887477932888,73.65394668060638,5.98,5483.660000000001,141327634.7717473,75.01455126710275,A,Z,AZ,TFT or Ensemble
FOODS_3_144_CA_2_validation,FOODS_3_144,FOODS_3,FOODS,CA_2,CA,2880,1.505488761108207,1.8602778696275466,1.235663737707464,40.56455828541557,1.9036170212765955,5482.417021276595,141333117.18876857,75.01746125037229,A,Y,AY,Prophet or LightGBM
FOODS_1_140_TX_2_validation,FOODS_1_140,FOODS_1,FOODS,TX_2,TX,791,0.41348667015159435,0.8070300251735738,1.9517679369874168,72.0334553058024,6.930354609929078,5481.910496453901,141338599.099265,75.02037096478618,A,Z,AZ,TFT or Ensemble
FOODS_3_754_CA_3_validation,FOODS_3_754,FOODS_3,FOODS,CA_3,CA,902,0.47151071615263984,0.9637163793446746,2.043890724707719,71.87663355985363,6.076744186046512,5481.223255813954,141344080.32252082,75.02328031442325,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_2_011_WI_1_validation,HOUSEHOLD_2_011,HOUSEHOLD_2,HOUSEHOLD,WI_1,WI,974,0.509147935180345,0.8288101394926601,1.6278375737674118,65.18557239937272,5.627272727272727,5480.963636363636,141349561.2861572,75.02618952625826,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_2_082_CA_2_validation,HOUSEHOLD_2_082,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,1148,0.6001045478306325,1.0559566382658794,1.7596211228245882,65.70831155253528,4.774253731343284,5480.8432835820895,141355042.12944078,75.02909867421188,A,Z,AZ,TFT or Ensemble
FOODS_3_760_WI_3_validation,FOODS_3_760,FOODS_3,FOODS,WI_3,WI,1903,0.9947726084683742,2.4611936090494186,2.474126838734387,79.56089911134345,2.88,5480.639999999999,141360522.76944077,75.03200771426565,A,Z,AZ,TFT or Ensemble
FOODS_1_113_WI_3_validation,FOODS_1_113,FOODS_1,FOODS,WI_3,WI,5592,2.923157344485102,4.914943243103306,1.6813816924278657,51.22843700993205,0.98,5480.16,141366002.92944077,75.03491649954275,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_2_305_CA_2_validation,HOUSEHOLD_2_305,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,1025,0.5358076319916362,0.8657377906854431,1.615762335201222,64.61055933089388,5.345886524822695,5479.5336879432625,141371482.46312872,75.03782495238298,A,Z,AZ,TFT or Ensemble
HOBBIES_1_270_CA_1_validation,HOBBIES_1_270,HOBBIES_1,HOBBIES,CA_1,CA,1131,0.5912179822268688,0.8979073254707537,1.5187415681923535,61.26502875065343,4.8444927536231885,5479.1213043478265,141376961.58443305,75.04073318633627,A,Z,AZ,TFT or Ensemble
FOODS_3_311_WI_3_validation,FOODS_3_311,FOODS_3,FOODS,WI_3,WI,1857,0.970726607422896,1.2193681553935007,1.256139623730623,47.307893361212756,2.950212765957447,5478.545106382979,141382440.12953943,75.0436411144525,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_1_518_CA_1_validation,HOUSEHOLD_1_518,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,786,0.4108729743857815,1.0429996755139441,2.538496665722869,77.67903815995818,6.97,5478.42,141387918.54953942,75.04654897616415,A,Z,AZ,TFT or Ensemble
FOODS_1_151_TX_2_validation,FOODS_1_151,FOODS_1,FOODS,TX_2,TX,480,0.2509147935180345,0.6726533813280803,2.6808039968346202,83.16779926816518,11.411491712707182,5477.516022099448,141393396.0655615,75.04945635805814,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_299_WI_2_validation,HOUSEHOLD_1_299,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,1099,0.5744903293256665,1.2605301633721766,2.194171248890786,75.06534239414532,4.983377483443709,5476.731854304636,141398872.7974158,75.05236332372782,A,Z,AZ,TFT or Ensemble
FOODS_3_585_WI_2_validation,FOODS_3_585,FOODS_3,FOODS,WI_2,WI,1376,0.7192890747516989,1.2046820650084709,1.6748232488090151,63.09461578672243,3.98,5476.48,141404349.27741578,75.0552701557171,A,Z,AZ,TFT or Ensemble
FOODS_1_051_WI_2_validation,FOODS_1_051,FOODS_1,FOODS,WI_2,WI,1415,0.7396759017250392,1.1013365921032716,1.4889448061438577,59.121798222686884,3.87,5476.05,141409825.3274158,75.05817675946894,A,Y,AY,Prophet or LightGBM
FOODS_3_011_CA_2_validation,FOODS_3_011,FOODS_3,FOODS,CA_2,CA,2741,1.4328280188186096,1.6952346112103598,1.1831389315014296,38.00313643491898,1.9977304964539007,5475.779290780141,141415301.10670656,75.06108321953245,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_1_540_TX_1_validation,HOUSEHOLD_1_540,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,3260,1.7041296393099843,1.9801072082378999,1.1619463464291726,40.51228437009932,1.6795999999999998,5475.495999999999,141420776.60270655,75.06398952922954,A,Y,AY,Prophet or LightGBM
FOODS_3_605_CA_3_validation,FOODS_3_605,FOODS_3,FOODS,CA_3,CA,2230,1.1657083115525353,1.8821069131241062,1.6145607734557914,56.66492420282279,2.4544680851063827,5473.463829787233,141426250.06653634,75.06689476028171,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_2_055_CA_3_validation,HOUSEHOLD_2_055,HOUSEHOLD_2,HOUSEHOLD,CA_3,CA,610,0.31887088342916886,0.6432279259480276,2.0172049546534043,75.84945112388918,8.97,5471.700000000001,141431721.76653633,75.06979905511994,A,Z,AZ,TFT or Ensemble
HOBBIES_1_337_WI_2_validation,HOBBIES_1_337,HOBBIES_1,HOBBIES,WI_2,WI,1490,0.778881338212232,1.0345487249667131,1.3282494703767265,51.38525875588081,3.672269503546099,5471.681560283688,141437193.4480966,75.07270334017065,A,Y,AY,Prophet or LightGBM
FOODS_3_725_TX_2_validation,FOODS_3_725,FOODS_3,FOODS,TX_2,TX,1925,1.0062728698379508,1.302200623545927,1.294083009269277,46.62833246210141,2.842361623616236,5471.546125461254,141442664.99422207,75.07560755333465,A,Y,AY,Prophet or LightGBM
FOODS_3_115_WI_2_validation,FOODS_3_115,FOODS_3,FOODS,WI_2,WI,1275,0.6664924202822792,0.9307496498440532,1.3964894746287637,56.61265028750654,4.291205673758865,5471.287234042553,141448136.2814561,75.07851162908301,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_1_366_CA_4_validation,HOUSEHOLD_1_366,HOUSEHOLD_1,HOUSEHOLD,CA_4,CA,918,0.47987454260324097,0.813977209117666,1.696229195034962,67.48562467328803,5.96,5471.28,141453607.5614561,75.08141570099167,A,Z,AZ,TFT or Ensemble
FOODS_2_375_TX_1_validation,FOODS_2_375,FOODS_2,FOODS,TX_1,TX,1121,0.5859905906952431,0.905378177008555,1.5450387623705315,59.853633037114484,4.88,5470.48,141459078.0414561,75.08431934827252,A,Z,AZ,TFT or Ensemble
FOODS_2_304_TX_1_validation,FOODS_2_304,FOODS_2,FOODS,TX_1,TX,1404,0.7339257710402509,1.0451311498898959,1.4240284114952784,54.2080501829587,3.8959574468085107,5469.924255319149,141464547.9657114,75.08722270057258,A,Y,AY,Prophet or LightGBM
FOODS_3_101_TX_3_validation,FOODS_3_101,FOODS_3,FOODS,TX_3,TX,5469,2.8588604286461057,2.963790215072879,1.0367033610229324,29.796131730266595,1.0,5469.0,141470016.9657114,75.09012556229204,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_1_458_CA_2_validation,HOUSEHOLD_1_458,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,2221,1.1610036591740722,1.264830655885657,1.0894286558799018,37.53267119707266,2.462328244274809,5468.831030534351,141475485.79674196,75.09302833432508,A,Y,AY,Prophet or LightGBM
FOODS_2_037_CA_1_validation,FOODS_2_037,FOODS_2,FOODS,CA_1,CA,743,0.3883951907997909,0.6951487384364476,1.7897974920981485,71.09252483010977,7.360212765957447,5468.638085106383,141480954.43482706,75.09593100394564,A,Z,AZ,TFT or Ensemble
FOODS_1_201_WI_2_validation,FOODS_1_201,FOODS_1,FOODS,WI_2,WI,2526,1.3204391008886565,1.7755042915647947,1.3446317140789599,48.45791949817041,2.1648936170212765,5468.521276595744,141486422.95610365,75.09883361156601,A,Y,AY,Prophet or LightGBM
HOBBIES_1_005_TX_2_validation,HOBBIES_1_005,HOBBIES_1,HOBBIES,TX_2,TX,2016,1.053842132775745,1.735134646856048,1.646484414402589,54.364871928907476,2.7123420074349442,5468.081486988847,141491891.03759065,75.10173598575278,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_070_CA_3_validation,HOUSEHOLD_1_070,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,1482,0.7746994249869316,1.0371800836711598,1.3388161268980625,52.169367485624676,3.6889230769230767,5466.9839999999995,141497358.02159065,75.1046377774102,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_2_090_TX_1_validation,HOUSEHOLD_2_090,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,923,0.48248823836905386,0.8942119029243529,1.853334095660116,69.00156821745949,5.921028368794326,5465.1091843971635,141502823.13077503,75.10753857394413,A,Z,AZ,TFT or Ensemble
FOODS_3_207_TX_2_validation,FOODS_3_207,FOODS_3,FOODS,TX_2,TX,2880,1.505488761108207,2.003420019933918,1.3307439229630502,41.087297438578155,1.8975886524822696,5465.055319148936,141508288.1860942,75.1104393418872,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_2_003_TX_1_validation,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,594,0.3105070569785677,0.7798959841091911,2.511685214816301,78.8813382122321,9.200284697508897,5464.969110320285,141513753.1552045,75.11334006407193,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_309_CA_4_validation,HOUSEHOLD_1_309,HOUSEHOLD_1,HOUSEHOLD,CA_4,CA,801,0.41871406168322006,0.7602273701045014,1.8156241685516994,70.15159435441714,6.821914893617021,5464.353829787234,141519217.5090343,75.11624045967517,A,Z,AZ,TFT or Ensemble
FOODS_3_392_WI_2_validation,FOODS_3_392,FOODS_3,FOODS,WI_2,WI,1410,0.7370622059592263,1.0333544283514535,1.4019907953449153,53.21484579194981,3.875035460992908,5463.8,141524681.30903432,75.119140561314,A,Y,AY,Prophet or LightGBM
HOBBIES_1_300_TX_1_validation,HOBBIES_1_300,HOBBIES_1,HOBBIES,TX_1,TX,576,0.3010977522216414,0.6086017389857276,2.0212762615966957,76.58128593831678,9.485425531914894,5463.605106382979,141530144.9141407,75.12204055950627,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_435_CA_3_validation,HOUSEHOLD_1_435,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,688,0.35964453737584945,0.8635514745108546,2.4011249574698614,79.2472556194459,7.941153846153846,5463.513846153845,141535608.42798686,75.124940509259,A,Z,AZ,TFT or Ensemble
FOODS_3_182_WI_3_validation,FOODS_3_182,FOODS_3,FOODS,WI_3,WI,2700,1.411395713538944,1.9896795368618452,1.4097247977839666,46.10559330893884,2.0232624113475177,5462.808510638298,141541071.2364975,75.12784008463042,A,Y,AY,Prophet or LightGBM
FOODS_3_076_WI_3_validation,FOODS_3_076,FOODS_3,FOODS,WI_3,WI,4949,2.5870360690015684,4.06428726784451,1.5710207200215291,37.53267119707266,1.1037588652482269,5462.502624113475,141546533.73912162,75.13073949764193,A,Z,AZ,TFT or Ensemble
HOBBIES_1_388_CA_2_validation,HOBBIES_1_388,HOBBIES_1,HOBBIES,CA_2,CA,1857,0.970726607422896,1.457600927979281,1.5015565833195286,53.1102979613173,2.941194029850746,5461.797313432836,141551995.53643504,75.1336385362853,A,Z,AZ,TFT or Ensemble
FOODS_2_356_CA_1_validation,FOODS_2_356,FOODS_2,FOODS,CA_1,CA,2178,1.1385258755880816,1.4651003014623405,1.2868397046361144,46.47151071615264,2.507659574468085,5461.682553191489,141557457.21898824,75.13653751401569,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_1_487_WI_3_validation,HOUSEHOLD_1_487,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,2818,1.4730789336121275,2.4689248561175137,1.6760302518640184,63.2514375326712,1.9379591836734695,5461.168979591837,141562918.38796782,75.13943621914903,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_385_WI_2_validation,HOUSEHOLD_1_385,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,2772,1.4490329325666493,2.3346836806337334,1.6112012557908846,61.78776790381599,1.97,5460.84,141568379.22796783,75.14233474966505,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_102_WI_1_validation,HOUSEHOLD_1_102,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,309,0.1615263983272347,0.4691688009480185,2.9045951981021343,87.24516466283325,17.671300813008127,5460.431951219512,141573839.65991905,75.145233063595,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_356_TX_3_validation,HOUSEHOLD_1_356,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,921,0.4814427600627287,1.1813127666195058,2.453693075508268,78.72451646628332,5.92875,5460.37875,141579300.03866905,75.14813134928656,A,Z,AZ,TFT or Ensemble
FOODS_1_206_TX_3_validation,FOODS_1_206,FOODS_1,FOODS,TX_3,TX,2743,1.4338734971249347,2.3041004151621047,1.606906341307002,45.06011500261369,1.9903191489361702,5459.445425531915,141584759.4840946,75.15102913958373,A,Z,AZ,TFT or Ensemble
FOODS_3_591_CA_2_validation,FOODS_3_591,FOODS_3,FOODS,CA_2,CA,1898,0.9921589127025614,1.4959227359857001,1.507745096912879,51.6466283324621,2.876382978723404,5459.374893617021,141590218.8589882,75.15392689244362,A,Z,AZ,TFT or Ensemble
FOODS_2_024_TX_3_validation,FOODS_2_024,FOODS_2,FOODS,TX_3,TX,2187,1.1432305279665447,1.4934523123877845,1.3063439751247516,48.3533716675379,2.4962056737588654,5459.201808510638,141595678.0607967,75.15682455343259,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_1_421_CA_2_validation,HOUSEHOLD_1_421,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,883,0.46157867224255095,0.8847390666775756,1.9167676495517578,71.51071615263983,6.1815859030837,5458.340352422907,141601136.40114912,75.15972175717383,A,Z,AZ,TFT or Ensemble
FOODS_1_019_WI_3_validation,FOODS_1_019,FOODS_1,FOODS,WI_3,WI,5531,2.8912702561421852,3.2794074832714855,1.1342445336283404,35.2848928384736,0.9867375886524823,5457.645602836879,141606594.04675195,75.16261859215257,A,Y,AY,Prophet or LightGBM
FOODS_3_287_TX_3_validation,FOODS_3_287,FOODS_3,FOODS,TX_3,TX,866,0.45269210663878723,0.7786918660775037,1.7201357272589661,68.3742812336644,6.30139705882353,5457.009852941177,141612051.0566049,75.16551508968499,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_365_TX_2_validation,HOUSEHOLD_1_365,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,1379,0.7208572922111867,0.9102247196556648,1.2626975262518394,51.48980658651333,3.957198581560284,5456.976843971632,141617508.03344887,75.16841156969676,A,Y,AY,Prophet or LightGBM
FOODS_2_306_TX_2_validation,FOODS_2_306,FOODS_2,FOODS,TX_2,TX,1369,0.7156299006795609,1.0047723722862074,1.4040391148163,54.9398849973863,3.9848351648351645,5455.23934065934,141622963.27278954,75.17130712746828,A,Y,AY,Prophet or LightGBM
HOUSEHOLD_1_206_WI_2_validation,HOUSEHOLD_1_206,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,1119,0.5849451123889179,1.0149036863388046,1.7350408864755436,65.49921589127025,4.874733096085409,5454.826334519573,141628418.09912404,75.17420246602244,A,Z,AZ,TFT or Ensemble
HOUSEHOLD_1_003_WI_3_validation,HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,608,0.3178254051228437,0.7368864556733263,2.3185259699063705,78.254051228437,8.97,5453.76,141633871.85912403,75.17709723858252,A,Z,AZ,TFT or Ensemble
HOBBIES_1_164_TX_3_validation,HOBBIES_1_164,HOBBIES_1,HOBBIES,TX_3,TX,608,0.3178254051228437,0.6017756239334973,1.893415737803915,74.43805541035023,8.969716312056738,5453.587517730497,141639325.44664177,75.17999191959164,A,Z,AZ,TFT or Ensemble
